uid,lat,lng,datetime,tid,leaving_datetime,geoid
3,39.99992,116.327356,2009-04-10 14:04:08,202,2009-04-10 17:05:18,6
3,39.99832,116.321572,2009-04-11 05:44:38,203,2009-04-11 06:13:28,8
3,39.999833,116.327289,2009-04-11 06:25:18,203,2009-04-11 07:20:37,6
3,39.762768,116.29729599999999,2009-04-11 08:42:27,203,2009-04-11 12:50:04,7
3,39.999894,116.32731399999999,2009-04-11 14:13:19,203,2009-04-11 17:16:20,6
3,40.000198,116.327174,2009-05-06 13:04:01,239,2009-05-06 18:27:08,6
3,39.999971,116.32731000000001,2009-05-20 01:15:11,261,2009-05-20 02:26:10,6
3,39.999793499999996,116.32726450000001,2009-05-21 04:58:47,264,2009-05-21 08:04:22,6
3,40.005432,116.326361,2009-05-21 08:08:07,264,2009-05-21 10:31:07,9
3,40.000187,116.32725900000001,2009-05-21 10:35:31,264,2009-05-21 13:48:29,6
3,40.000031,116.327073,2009-06-03 06:48:42,281,2009-06-03 09:09:21,6
3,40.003384499999996,116.32469900000001,2009-06-03 10:01:06,281,2009-06-03 11:53:13,6
3,40.00762,116.319823,2009-06-03 11:57:08,281,2009-06-03 12:54:39,10
3,39.999836,116.327328,2009-06-03 13:02:10,281,2009-06-03 14:55:35,6
3,40.009009000000006,116.31661899999999,2009-06-03 15:17:42,281,2009-06-03 16:25:34,11
4,39.999946,116.32728200000001,2008-11-18 08:26:23,48,2008-11-18 10:23:01,6
4,39.991696999999995,116.320559,2008-11-18 10:58:29,48,2008-11-18 11:35:25,16
4,39.999540499999995,116.32713400000002,2008-11-18 11:42:50,48,2008-11-18 12:49:12,6
4,39.999824,116.32721049999999,2008-12-16 01:38:12,79,2008-12-16 03:56:56,6
4,39.9998935,116.32736849999999,2008-12-16 04:31:04,79,2008-12-16 09:28:06,6
4,40.000919,116.318881,2008-12-16 09:47:40,79,2008-12-16 10:35:15,17
4,40.007056,116.320824,2008-12-16 11:33:28,79,2008-12-16 12:04:06,18
4,40.00064999999999,116.326875,2008-12-16 12:18:21,79,2008-12-16 13:46:36,6
4,39.999894499999996,116.32730600000001,2008-12-18 01:00:43,82,2008-12-18 04:13:25,6
4,40.0054755,116.317036,2008-12-18 04:22:40,82,2008-12-18 04:48:26,19
4,40.000065,116.327247,2008-12-18 04:54:11,82,2008-12-18 05:42:25,6
4,40.010099,116.3223075,2008-12-18 05:48:35,82,2008-12-18 06:51:40,15
4,40.000107,116.327317,2008-12-18 06:58:45,82,2008-12-18 10:18:30,6
4,39.938538,116.350586,2008-12-18 10:57:05,82,2008-12-18 13:13:31,20
4,39.9539485,116.316416,2008-12-18 13:40:26,82,2008-12-18 14:04:16,21
4,39.955109,116.31296299999998,2008-12-18 14:08:36,82,2008-12-18 16:25:37,22
4,39.999945000000004,116.32743300000001,2008-12-21 06:54:21,87,2008-12-21 09:33:27,6
4,39.9928285,116.32685550000001,2008-12-21 09:41:02,87,2008-12-21 10:39:04,23
4,39.999732,116.327499,2008-12-21 10:47:45,87,2008-12-21 15:37:05,6
4,39.99986,116.326704,2009-01-06 06:58:04,114,2009-01-06 10:53:47,6
4,40.009459,116.32043,2009-01-06 11:01:52,114,2009-01-06 12:29:31,0
4,40.002782499999995,116.326178,2009-01-06 12:48:50,114,2009-01-06 14:06:02,6
4,39.999853,116.327422,2009-01-06 14:06:07,114,2009-01-06 15:00:26,6
4,40.00115,116.326752,2009-01-09 07:02:59,119,2009-01-09 07:45:46,6
4,39.985023999999996,116.3200195,2009-01-09 08:03:46,119,2009-01-09 08:25:32,24
4,39.999877000000005,116.327348,2009-01-09 08:34:22,119,2009-01-09 09:37:14,6
4,40.0098165,116.322542,2009-01-09 09:45:09,119,2009-01-09 10:10:41,15
4,39.9999435,116.327314,2009-01-09 10:23:56,119,2009-01-09 11:02:04,6
4,39.939387499999995,116.3480945,2009-01-09 11:30:24,119,2009-01-09 12:05:06,25
4,39.973501999999996,116.41781599999999,2009-01-09 13:17:06,119,2009-01-09 13:58:01,26
4,40.000261,116.327132,2009-01-09 14:51:29,119,2009-01-09 19:30:36,6
4,39.989323,116.3297625,2009-02-14 05:12:58,170,2009-02-14 05:57:57,27
4,39.991591,116.32786399999999,2009-02-14 06:02:43,170,2009-02-14 07:13:32,23
4,39.999887,116.326475,2009-02-14 07:39:52,170,2009-02-14 08:51:07,6
4,39.9916035,116.333555,2009-02-14 10:37:11,170,2009-02-14 12:10:29,28
4,39.989703000000006,116.32880300000001,2009-02-14 12:14:59,170,2009-02-14 13:47:54,27
4,39.998705,116.327481,2009-02-14 13:58:39,170,2009-02-14 16:56:28,6
4,39.9999415,116.32711699999999,2009-02-27 01:53:18,190,2009-02-27 03:42:31,6
4,40.005971,116.325639,2009-02-27 03:58:55,190,2009-02-27 05:22:03,9
4,39.999908000000005,116.327395,2009-02-27 05:26:13,190,2009-02-27 06:51:31,6
4,39.939422,116.34803500000001,2009-02-27 07:16:53,190,2009-02-27 07:42:28,25
4,39.9294935,116.4008795,2009-02-27 07:58:13,190,2009-02-27 08:38:28,29
4,39.9317875,116.41068200000001,2009-02-27 08:51:43,190,2009-02-27 09:30:42,30
4,39.999887,116.327431,2009-02-27 10:09:07,190,2009-02-27 12:04:44,6
4,39.995758,116.3289785,2009-02-27 12:08:59,190,2009-02-27 12:37:44,31
4,39.992424,116.327155,2009-02-27 12:40:04,190,2009-02-27 14:59:31,23
4,40.009026500000004,116.316465,2009-02-27 15:31:33,190,2009-02-27 16:27:36,11
4,39.999848,116.32723899999999,2009-03-11 19:11:28,207,2009-03-11 21:49:17,6
4,39.762835,116.2973365,2009-03-11 22:49:45,207,2009-03-12 00:51:06,7
4,39.9998905,116.32738900000001,2009-03-12 01:59:06,207,2009-03-12 04:10:34,6
4,40.009412499999996,116.32039499999999,2009-03-12 04:22:59,207,2009-03-12 05:09:57,0
4,40.010853999999995,116.321693,2009-03-12 05:14:19,207,2009-03-12 05:39:14,15
4,39.999859,116.32732,2009-03-12 05:48:49,207,2009-03-12 09:26:03,6
4,40.009425,116.32041799999999,2009-03-12 09:48:58,207,2009-03-12 10:29:06,0
4,39.992321000000004,116.327027,2009-03-12 11:02:46,207,2009-03-12 12:25:35,23
4,39.99991,116.32739099999999,2009-03-12 12:32:25,207,2009-03-12 14:43:08,6
4,40.000543,116.327049,2009-03-13 03:17:06,208,2009-03-13 03:39:16,6
4,39.990117,116.328441,2009-03-13 04:44:08,208,2009-03-13 06:02:04,27
4,39.96507,116.30173099999999,2009-03-13 06:19:19,208,2009-03-13 08:40:08,32
4,39.96631,116.30084699999999,2009-03-13 08:42:13,208,2009-03-13 09:28:52,32
4,39.9661445,116.30360300000001,2009-03-13 09:35:02,208,2009-03-13 10:07:23,32
4,39.965174,116.30283500000002,2009-03-13 10:10:09,208,2009-03-13 10:40:18,32
4,39.999863500000004,116.327301,2009-03-13 11:35:48,208,2009-03-13 17:17:15,6
4,39.965733,116.302672,2009-03-15 03:00:28,211,2009-03-15 03:39:12,32
4,39.96779,116.31055,2009-03-15 04:16:42,211,2009-03-15 08:06:35,33
4,39.936588,116.3322,2009-03-15 08:33:20,211,2009-03-15 09:20:51,34
4,39.939374,116.34675999999999,2009-03-15 09:41:27,211,2009-03-15 11:29:05,25
4,40.000887,116.327097,2009-03-15 13:29:06,211,2009-03-15 14:20:12,6
4,39.999842,116.327275,2009-03-16 05:22:06,212,2009-03-16 09:48:40,6
4,39.992434,116.32692,2009-03-16 09:59:05,212,2009-03-16 10:26:28,23
4,39.999795,116.327175,2009-03-16 10:39:51,212,2009-03-16 12:27:36,6
4,39.9999465,116.32734350000001,2009-03-16 12:44:40,212,2009-03-16 15:44:51,6
4,39.9998765,116.327361,2009-03-17 02:05:37,213,2009-03-17 02:43:31,6
4,40.0001255,116.32721799999999,2009-03-17 03:53:21,213,2009-03-17 09:50:47,6
4,40.009980999999996,116.32246799999999,2009-03-17 09:58:22,213,2009-03-17 10:25:04,15
4,39.999913,116.327301,2009-03-17 10:32:29,213,2009-03-17 12:35:05,6
4,40.002678,116.32611299999999,2009-03-17 12:38:05,213,2009-03-17 14:30:26,6
4,40.011074,116.321722,2009-03-17 14:35:41,213,2009-03-17 15:02:31,15
4,39.999888,116.3272125,2009-03-20 22:55:13,218,2009-03-21 03:30:33,6
4,40.005607,116.31723400000001,2009-03-21 03:35:48,218,2009-03-21 04:05:06,19
4,39.999897,116.32733400000001,2009-03-21 04:14:01,218,2009-03-21 06:32:23,6
4,39.9078395,116.3676825,2009-03-21 08:58:12,218,2009-03-21 12:39:34,35
4,39.999858,116.3272205,2009-03-21 14:25:47,218,2009-03-21 15:56:03,6
4,39.999944,116.327177,2009-03-23 06:31:57,221,2009-03-23 09:40:23,6
4,40.000183,116.326828,2009-03-23 10:43:05,221,2009-03-23 15:30:08,6
4,39.999998,116.3269775,2009-03-23 22:54:36,222,2009-03-24 03:45:37,6
4,40.009984,116.322453,2009-03-24 03:54:07,222,2009-03-24 04:18:09,15
4,40.007829,116.31980700000001,2009-03-24 04:19:49,222,2009-03-24 05:32:22,10
4,40.0095,116.324004,2009-03-24 05:33:47,222,2009-03-24 07:07:23,15
4,40.000369,116.32701499999999,2009-03-24 07:31:59,222,2009-03-24 09:35:39,6
4,40.009421,116.3205125,2009-03-24 09:44:14,222,2009-03-24 10:35:40,0
4,39.999821,116.3273675,2009-03-24 10:47:10,222,2009-03-24 15:15:29,6
4,39.8833465,116.3516905,2009-03-25 01:06:54,223,2009-03-25 03:47:25,36
4,40.006215000000005,116.32065700000001,2009-03-25 05:07:15,223,2009-03-25 06:22:55,18
4,39.999992999999996,116.327226,2009-03-25 06:27:45,223,2009-03-25 07:14:09,6
4,39.7626765,116.29718600000001,2009-04-01 22:48:49,225,2009-04-02 00:41:20,7
4,39.763452,116.297458,2009-04-02 00:41:20,225,2009-04-02 01:05:35,7
4,39.99981,116.3271555,2009-04-02 02:10:30,225,2009-04-02 03:53:04,6
4,40.010087999999996,116.32261050000001,2009-04-02 04:00:24,225,2009-04-02 04:26:04,15
4,40.009758500000004,116.31490399999998,2009-04-02 04:40:30,225,2009-04-02 05:46:42,14
4,39.999965,116.327151,2009-04-02 05:56:22,225,2009-04-02 09:43:05,6
4,40.009802,116.322395,2009-04-02 09:50:00,225,2009-04-02 10:15:33,15
4,39.9998785,116.32726149999999,2009-04-02 10:21:48,225,2009-04-02 16:03:45,6
4,40.000647,116.32726600000001,2009-04-09 04:56:54,235,2009-04-09 07:33:56,6
4,39.7627555,116.297271,2009-04-09 08:56:11,235,2009-04-09 12:51:37,7
4,39.999896,116.327344,2009-04-09 14:12:12,235,2009-04-09 18:29:58,6
4,40.01005550000001,116.31518,2009-04-09 18:41:18,235,2009-04-10 00:23:26,14
4,40.0006335,116.3270465,2009-04-10 00:31:41,235,2009-04-10 03:34:55,6
4,40.006112,116.325695,2009-04-10 03:55:57,235,2009-04-10 05:14:21,9
4,39.999932,116.327343,2009-04-10 05:18:51,235,2009-04-10 07:34:59,6
4,39.762807,116.297292,2009-04-10 08:55:29,235,2009-04-10 12:52:35,7
4,39.999877000000005,116.327265,2009-04-10 14:04:15,235,2009-04-10 14:25:28,6
4,40.00053,116.327009,2009-04-10 14:42:24,235,2009-04-10 17:04:34,6
4,39.994932,116.32101999999999,2009-04-13 05:20:38,239,2009-04-13 05:47:27,37
4,39.99989599999999,116.3273075,2009-04-13 05:55:44,239,2009-04-13 07:34:36,6
4,39.762747999999995,116.297348,2009-04-13 08:42:33,239,2009-04-13 12:46:37,7
4,39.999886,116.32733999999999,2009-04-13 14:08:27,239,2009-04-13 14:47:50,6
4,40.00959,116.32372600000001,2009-04-21 05:26:04,251,2009-04-21 06:57:25,15
4,40.01025,116.32181299999999,2009-04-21 07:03:35,251,2009-04-21 07:45:46,15
4,39.9998395,116.3266595,2009-04-21 07:52:22,251,2009-04-21 09:46:30,6
4,40.009288999999995,116.32057,2009-04-21 10:00:05,251,2009-04-21 10:47:06,0
4,39.999921,116.32727,2009-04-21 11:06:07,251,2009-04-21 15:44:39,6
4,39.995135999999995,116.328201,2009-04-21 15:49:09,251,2009-04-21 16:16:27,31
4,39.999552,116.326532,2009-05-12 03:20:28,280,2009-05-12 04:05:28,6
4,40.00977949999999,116.32265950000001,2009-05-12 04:12:39,280,2009-05-12 04:39:12,15
4,40.010824,116.32195,2009-05-12 04:40:37,280,2009-05-12 05:28:39,15
4,40.009584999999994,116.32391499999999,2009-05-12 05:30:54,280,2009-05-12 07:01:22,15
4,40.010331,116.32197,2009-05-12 07:02:52,280,2009-05-12 07:24:22,15
4,39.999618999999996,116.32681199999999,2009-05-12 08:07:06,280,2009-05-12 09:53:35,6
4,40.009335,116.3205295,2009-05-12 10:02:05,280,2009-05-12 10:33:30,0
4,39.999919500000004,116.3274,2009-05-12 10:52:55,280,2009-05-12 13:10:10,6
4,40.011195,116.3213685,2009-05-12 13:20:35,280,2009-05-12 14:35:06,15
4,40.00027,116.32717099999999,2009-05-12 14:46:06,280,2009-05-12 18:52:14,6
4,39.999762,116.32735500000001,2009-05-20 06:50:11,293,2009-05-20 07:11:06,6
4,40.001083,116.323603,2009-05-20 07:13:57,293,2009-05-20 08:59:00,4
4,39.999992999999996,116.327436,2009-05-20 09:00:05,293,2009-05-20 09:28:13,6
4,40.0090655,116.32714899999999,2009-05-20 09:37:14,293,2009-05-20 11:50:12,38
4,39.999868,116.32733200000001,2009-05-20 11:54:47,293,2009-05-20 17:35:13,6
4,39.999702,116.3270425,2009-05-25 07:03:08,301,2009-05-25 09:50:08,6
4,39.993046,116.32643200000001,2009-05-25 09:58:08,301,2009-05-25 11:52:26,23
4,40.0031855,116.32601199999999,2009-05-25 12:03:50,301,2009-05-25 12:30:55,6
4,40.0003785,116.32687049999998,2009-05-25 12:35:17,301,2009-05-25 15:00:05,6
4,40.000001,116.3270695,2009-05-26 02:44:09,302,2009-05-26 03:40:13,6
4,40.010441,116.322056,2009-05-26 04:05:51,302,2009-05-26 05:29:05,15
4,40.0094885,116.323962,2009-05-26 05:30:10,302,2009-05-26 06:59:52,15
4,40.001517,116.327288,2009-05-26 07:22:36,302,2009-05-26 09:41:11,6
4,40.0091475,116.32057950000001,2009-05-26 09:49:56,302,2009-05-26 12:02:45,0
4,39.999838,116.3270205,2009-05-26 12:08:35,302,2009-05-26 13:13:14,6
4,39.999922,116.3273025,2009-05-26 13:34:30,302,2009-05-26 17:14:11,6
4,40.001046,116.32361599999999,2009-05-27 07:15:25,303,2009-05-27 08:49:41,4
4,39.999863,116.327323,2009-05-27 08:52:51,303,2009-05-27 10:15:13,6
4,40.009788,116.322515,2009-05-27 10:27:48,303,2009-05-27 10:49:27,15
4,39.9999,116.3271315,2009-05-27 10:56:47,303,2009-05-27 14:36:02,6
4,40.001923000000005,116.324377,2009-06-06 06:15:15,318,2009-06-06 10:39:57,4
4,39.9949175,116.328069,2009-06-06 11:14:57,318,2009-06-06 12:07:00,31
4,39.966529,116.29678100000001,2009-06-06 13:14:05,318,2009-06-06 18:29:06,39
4,40.009662500000005,116.3236465,2009-06-09 07:00:26,323,2009-06-09 07:39:56,15
4,39.999928,116.3273095,2009-06-09 07:50:31,323,2009-06-09 10:11:05,6
4,39.999959000000004,116.327251,2009-06-09 10:39:41,323,2009-06-09 11:58:37,6
4,40.002577,116.326343,2009-06-09 12:02:12,323,2009-06-09 14:05:41,6
4,39.999888,116.327354,2009-06-09 14:07:16,323,2009-06-09 14:32:57,6
4,39.999951,116.3269,2009-06-17 01:54:32,337,2009-06-17 03:14:06,6
4,39.9658655,116.301252,2009-06-17 04:13:04,337,2009-06-17 04:57:42,32
4,39.965471,116.30030900000001,2009-06-17 05:02:53,337,2009-06-17 05:26:27,32
4,39.999807000000004,116.32729499999999,2009-06-17 06:09:38,337,2009-06-17 09:33:38,6
4,40.0092645,116.320417,2009-06-17 09:43:18,337,2009-06-17 10:14:27,0
4,39.992523,116.327001,2009-06-17 10:29:32,337,2009-06-17 11:04:48,23
4,39.999876,116.32668600000001,2009-06-17 11:15:44,337,2009-06-17 16:22:47,6
4,39.9999165,116.32731449999999,2009-06-22 05:56:51,346,2009-06-22 09:26:23,6
4,39.999891,116.327147,2009-06-22 09:51:58,346,2009-06-22 14:13:35,6
4,39.999863,116.327221,2009-06-22 14:22:10,346,2009-06-22 17:30:11,6
4,39.9999315,116.327393,2009-06-23 02:26:55,347,2009-06-23 03:24:01,6
4,40.0100635,116.3223325,2009-06-23 03:29:06,347,2009-06-23 07:23:08,15
4,40.005694,116.3427875,2009-06-23 07:38:53,347,2009-06-23 08:45:53,40
4,39.9999,116.327252,2009-06-23 08:58:28,347,2009-06-23 09:39:51,6
4,40.005376,116.317045,2009-06-23 09:47:36,347,2009-06-23 10:14:37,19
4,40.003151,116.3251,2009-06-23 10:21:27,347,2009-06-23 12:09:08,6
4,40.014251,116.321552,2009-06-23 12:29:33,347,2009-06-23 13:31:29,41
4,40.000062,116.327257,2009-06-23 13:39:24,347,2009-06-23 18:01:57,6
4,40.005970500000004,116.316176,2009-06-25 11:01:15,349,2009-06-25 11:21:40,19
4,39.991907,116.32194299999999,2009-06-25 12:56:35,349,2009-06-25 13:25:25,42
4,40.000784,116.32727299999999,2009-06-25 13:37:45,349,2009-06-25 15:42:28,6
4,40.0023925,116.3265385,2009-06-25 22:01:51,350,2009-06-26 00:07:06,6
4,40.010998,116.321734,2009-06-26 00:14:51,350,2009-06-26 00:50:13,15
4,39.999945499999995,116.3272825,2009-06-26 00:57:39,350,2009-06-26 04:00:17,6
4,40.009783,116.32265299999999,2009-06-26 04:07:37,350,2009-06-26 07:38:03,15
4,39.999931,116.327049,2009-06-26 07:48:09,350,2009-06-26 09:53:34,6
4,40.009326,116.3205385,2009-06-26 10:00:04,350,2009-06-26 10:26:56,0
4,39.992302,116.32705700000001,2009-06-26 10:41:01,350,2009-06-26 11:16:45,23
4,39.999769,116.327304,2009-06-26 11:23:16,350,2009-06-26 17:20:33,6
4,40.0029995,116.324206,2009-06-30 06:49:16,355,2009-06-30 09:10:31,6
4,40.005314,116.317181,2009-06-30 09:17:26,355,2009-06-30 10:01:56,19
4,40.000119,116.327233,2009-06-30 10:38:51,355,2009-06-30 12:04:18,6
4,40.002392,116.32654099999999,2009-06-30 12:06:38,355,2009-06-30 13:41:07,6
4,40.000111000000004,116.327102,2009-07-04 01:12:54,359,2009-07-04 04:09:53,6
4,40.009313,116.320348,2009-07-04 04:16:53,359,2009-07-04 04:43:00,0
4,39.999658000000004,116.32703400000001,2009-07-04 04:51:44,359,2009-07-04 06:43:57,6
4,40.011504,116.32171,2009-07-04 07:08:17,359,2009-07-04 10:50:39,15
4,39.965676,116.302747,2009-07-04 12:01:49,359,2009-07-04 12:44:08,32
4,39.999866,116.32727750000001,2009-07-04 13:32:13,359,2009-07-04 19:25:15,6
4,40.000240999999995,116.327118,2009-07-07 01:57:51,364,2009-07-07 03:39:30,6
4,40.009935,116.3226265,2009-07-07 03:45:10,364,2009-07-07 05:41:22,15
4,40.000266999999994,116.3270645,2009-07-07 05:47:37,364,2009-07-07 09:31:13,6
4,40.0054175,116.317144,2009-07-07 09:38:53,364,2009-07-07 10:09:02,19
4,40.003881,116.3181375,2009-07-07 10:09:02,364,2009-07-07 11:27:48,43
4,39.999731,116.326927,2009-07-07 11:35:33,364,2009-07-07 12:23:52,6
4,40.001936,116.326613,2009-07-07 12:26:01,364,2009-07-07 14:02:31,6
4,39.9999525,116.327022,2009-07-07 14:03:11,364,2009-07-07 16:47:09,6
4,40.001014999999995,116.327009,2009-07-08 02:23:47,365,2009-07-08 04:09:39,6
4,40.0043955,116.322293,2009-07-08 04:09:39,365,2009-07-08 05:36:38,44
4,40.005811,116.34305,2009-07-08 05:52:08,365,2009-07-08 07:50:14,40
4,40.000383,116.327175,2009-07-08 08:02:49,365,2009-07-08 10:06:56,6
4,39.995113,116.328233,2009-07-08 10:26:26,365,2009-07-08 10:58:40,31
4,39.999972,116.327119,2009-07-08 11:09:56,365,2009-07-08 12:54:15,6
4,39.994808,116.32056200000001,2009-07-08 12:59:15,365,2009-07-08 13:24:23,37
4,40.000840999999994,116.327242,2009-07-08 13:31:13,365,2009-07-08 16:43:54,6
4,40.002319,116.308543,2009-07-08 16:52:44,365,2009-07-08 17:27:34,45
4,40.000427,116.326982,2009-07-09 05:17:23,366,2009-07-09 10:01:55,6
4,40.009367499999996,116.32051,2009-07-09 10:10:15,366,2009-07-09 10:35:32,0
4,39.999909,116.327156,2009-07-09 10:43:27,366,2009-07-09 12:53:55,6
4,39.995931,116.328775,2009-07-09 13:01:50,366,2009-07-09 18:05:31,31
4,40.009506,116.32052,2009-07-10 03:22:13,367,2009-07-10 04:23:26,0
4,40.0011665,116.3280165,2009-07-10 04:37:11,367,2009-07-10 09:34:33,6
4,39.9999055,116.3272715,2009-07-10 12:29:05,367,2009-07-10 17:19:50,6
4,39.992621,116.32616999999999,2009-07-11 04:31:53,368,2009-07-11 05:44:03,23
4,40.01062,116.321937,2009-07-11 06:11:48,368,2009-07-11 07:35:36,15
4,39.9948365,116.32806699999999,2009-07-11 07:52:11,368,2009-07-11 09:06:41,31
4,39.991479,116.33296899999999,2009-07-11 09:28:41,368,2009-07-11 12:28:01,28
4,39.999706,116.32715300000001,2009-07-11 13:04:36,368,2009-07-11 17:39:53,6
4,39.994737,116.32803700000001,2009-07-11 17:43:23,368,2009-07-11 18:15:47,31
4,40.000401000000004,116.32715800000001,2009-07-13 03:09:47,371,2009-07-13 03:48:55,6
4,40.009943,116.32248999999999,2009-07-13 03:57:06,371,2009-07-13 04:25:46,15
4,39.999858,116.327289,2009-07-13 04:53:49,371,2009-07-13 06:55:08,6
4,39.999928999999995,116.32773999999999,2009-07-13 07:23:58,371,2009-07-13 09:14:26,6
4,40.009220500000005,116.320196,2009-07-13 09:21:26,371,2009-07-13 10:13:36,0
4,40.000331,116.326973,2009-07-13 10:20:36,371,2009-07-13 10:51:01,6
4,40.004346000000005,116.322123,2009-07-13 11:05:15,371,2009-07-13 11:31:10,44
4,40.0010735,116.327427,2009-07-13 11:48:05,371,2009-07-13 17:26:23,6
4,39.922948999999996,116.29445700000001,2009-07-14 02:22:06,372,2009-07-14 03:11:52,46
4,40.009313,116.320447,2009-07-14 04:23:09,372,2009-07-14 04:44:17,0
4,40.000134,116.32698899999998,2009-07-14 04:53:17,372,2009-07-14 09:09:47,6
4,40.009242,116.320431,2009-07-14 09:17:47,372,2009-07-14 10:55:05,0
4,39.9999385,116.3272345,2009-07-14 11:07:05,372,2009-07-14 14:51:38,6
4,39.999157499999995,116.328171,2009-07-17 04:45:16,377,2009-07-17 07:47:07,6
4,39.939369,116.347582,2009-07-17 08:46:31,377,2009-07-17 09:21:38,25
4,39.903476,116.4365375,2009-07-17 09:47:04,377,2009-07-17 10:57:08,47
4,39.906673,116.44249099999999,2009-07-17 11:10:13,377,2009-07-17 12:04:41,48
4,39.999821000000004,116.32731000000001,2009-07-17 12:20:48,377,2009-07-17 14:54:47,6
4,39.995163,116.32888600000001,2009-07-17 14:58:52,377,2009-07-17 17:23:19,31
4,39.999883000000004,116.32712099999999,2009-07-18 03:50:14,378,2009-07-18 04:33:40,6
4,39.896082,116.3166835,2009-07-18 05:56:10,378,2009-07-18 07:31:30,49
4,39.907484,116.40858349999999,2009-07-18 08:17:00,378,2009-07-18 11:25:37,50
4,39.902849,116.43659399999999,2009-07-18 12:09:17,378,2009-07-18 14:20:29,47
4,39.999979,116.32725350000001,2009-07-18 14:24:54,378,2009-07-18 18:16:37,6
4,39.99961450000001,116.3271565,2009-07-19 03:08:53,379,2009-07-19 04:04:17,6
4,39.965740000000004,116.30246299999999,2009-07-19 04:47:17,379,2009-07-19 05:27:17,32
4,39.9352625,116.3332395,2009-07-19 06:52:05,379,2009-07-19 07:44:00,51
4,39.936,116.3314105,2009-07-19 07:44:00,379,2009-07-19 09:17:08,34
4,39.967118,116.30125100000001,2009-07-19 09:59:21,379,2009-07-19 10:34:47,32
4,39.965573,116.30103899999999,2009-07-19 10:48:12,379,2009-07-19 11:35:11,32
4,39.999971,116.32736200000001,2009-07-19 12:33:06,379,2009-07-19 14:56:20,6
4,40.000339000000004,116.32698400000001,2009-07-21 04:43:56,382,2009-07-21 10:34:21,6
4,39.991328,116.3270055,2009-07-21 10:44:32,382,2009-07-21 11:08:58,23
4,39.999776000000004,116.327178,2009-07-21 11:17:08,382,2009-07-21 17:17:33,6
